study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,organ,organ_label,paired,weight_g,bw_at_necropsy_g,organ_to_bw_ratio,necropsy_date
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,heart,Heart,False,0.853,356.0,0.24,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.7268,356.0,0.485,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,liver,Liver,False,6.0079,356.0,1.688,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1069,356.0,0.03,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.015,356.0,0.004,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5716,356.0,0.161,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.5515,356.0,0.155,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0215,356.0,0.006,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0741,364.0,0.02,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,brain,Brain,False,1.9071,364.0,0.524,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,heart,Heart,False,0.8067,364.0,0.222,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.6602,364.0,0.456,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,liver,Liver,False,6.1771,364.0,1.697,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1085,364.0,0.03,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0149,364.0,0.004,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5471,364.0,0.15,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3853,364.0,0.106,2016-05-02
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0165,364.0,0.005,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1037,344.0,0.03,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,brain,Brain,False,1.9354,344.0,0.563,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,heart,Heart,False,1.0082,344.0,0.293,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.9845,344.0,0.577,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,liver,Liver,False,9.067,344.0,2.636,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1312,344.0,0.038,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0152,344.0,0.004,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.511,344.0,0.149,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3971,344.0,0.115,2016-05-02
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0221,344.0,0.006,2016-05-02
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0933,429.0,0.022,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,brain,Brain,False,1.8773,429.0,0.438,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,heart,Heart,False,0.762,429.0,0.178,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.7747,429.0,0.414,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,liver,Liver,False,6.8462,429.0,1.596,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1273,429.0,0.03,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0138,429.0,0.003,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5309,429.0,0.124,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.368,429.0,0.086,2016-05-16
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0211,429.0,0.005,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1007,423.0,0.024,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,brain,Brain,False,2.0446,423.0,0.483,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,heart,Heart,False,0.8169,423.0,0.193,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.8334,423.0,0.433,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,liver,Liver,False,7.2283,423.0,1.709,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1377,423.0,0.033,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.02,423.0,0.005,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5237,423.0,0.124,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3077,423.0,0.073,2016-05-16
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0207,423.0,0.005,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1091,427.0,0.026,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,brain,Brain,False,2.0681,427.0,0.484,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,heart,Heart,False,0.9465,427.0,0.222,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,2.1521,427.0,0.504,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,liver,Liver,False,7.2121,427.0,1.689,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.0968,427.0,0.023,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0178,427.0,0.004,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.6201,427.0,0.145,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3317,427.0,0.078,2016-05-16
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0196,427.0,0.005,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1014,336.0,0.03,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,brain,Brain,False,1.9791,336.0,0.589,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,heart,Heart,False,0.8471,336.0,0.252,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.8838,336.0,0.561,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,liver,Liver,False,7.5461,336.0,2.246,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1462,336.0,0.044,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0157,336.0,0.005,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5623,336.0,0.167,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.5532,336.0,0.165,2016-05-16
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0221,336.0,0.007,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1033,351.0,0.029,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,brain,Brain,False,1.9099,351.0,0.544,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,heart,Heart,False,0.9721,351.0,0.277,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,2.0492,351.0,0.584,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,liver,Liver,False,8.6168,351.0,2.455,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1355,351.0,0.039,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0136,351.0,0.004,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5015,351.0,0.143,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.4579,351.0,0.13,2016-05-16
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0259,351.0,0.007,2016-05-16
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0622,558.0,0.011,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,1.7744,558.0,0.318,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2938,558.0,0.232,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.4653,558.0,0.442,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,8.333,558.0,1.493,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0115,558.0,0.002,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.4954,558.0,0.089,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,2.7799,558.0,0.498,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.4294,558.0,0.077,2016-05-02
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0264,558.0,0.005,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0662,559.0,0.012,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1144,559.0,0.378,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.3618,559.0,0.244,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,3.0889,559.0,0.553,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,10.4369,559.0,1.867,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0165,559.0,0.003,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.7082,559.0,0.127,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.1954,559.0,0.572,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.5261,559.0,0.094,2016-05-02
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0286,559.0,0.005,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.077,518.0,0.015,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.0499,518.0,0.396,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2531,518.0,0.242,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.7879,518.0,0.538,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.3067,518.0,1.797,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0139,518.0,0.003,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.5927,518.0,0.114,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.3675,518.0,0.65,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.3583,518.0,0.069,2016-05-02
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0204,518.0,0.004,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0596,557.0,0.011,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1373,557.0,0.384,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.4346,557.0,0.258,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,3.0144,557.0,0.541,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.6558,557.0,1.734,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0139,557.0,0.002,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.6086,557.0,0.109,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.2195,557.0,0.578,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.3776,557.0,0.068,2016-05-02
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0224,557.0,0.004,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0654,562.0,0.012,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1377,562.0,0.38,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.3277,562.0,0.236,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,3.0423,562.0,0.541,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.8795,562.0,1.758,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0152,562.0,0.003,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.6338,562.0,0.113,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.6886,562.0,0.656,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.3423,562.0,0.061,2016-05-02
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0284,562.0,0.005,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0682,531.0,0.013,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.0403,531.0,0.384,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2263,531.0,0.231,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.3969,531.0,0.451,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,8.0429,531.0,1.515,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.013,531.0,0.002,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.546,531.0,0.103,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.0709,531.0,0.578,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.2669,531.0,0.05,2016-05-02
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0232,531.0,0.004,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0643,534.0,0.012,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1506,534.0,0.403,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.3587,534.0,0.254,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.5416,534.0,0.476,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.0496,534.0,1.695,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0127,534.0,0.002,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.6156,534.0,0.115,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,2.8943,534.0,0.542,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.3183,534.0,0.06,2016-05-02
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0199,534.0,0.004,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0753,566.0,0.013,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1375,566.0,0.378,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.4685,566.0,0.259,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,3.0387,566.0,0.537,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,10.2031,566.0,1.803,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0147,566.0,0.003,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.7503,566.0,0.133,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.3379,566.0,0.59,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.3216,566.0,0.057,2016-05-02
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0281,566.0,0.005,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0814,522.0,0.016,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1529,522.0,0.412,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2816,522.0,0.246,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.9011,522.0,0.556,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,10.011,522.0,1.918,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0133,522.0,0.003,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.6547,522.0,0.125,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.2599,522.0,0.625,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.4335,522.0,0.083,2016-05-02
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0218,522.0,0.004,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0854,537.0,0.016,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.179,537.0,0.406,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.3173,537.0,0.245,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.5553,537.0,0.476,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.4977,537.0,1.769,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0156,537.0,0.003,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.5988,537.0,0.112,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.5633,537.0,0.664,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.2608,537.0,0.049,2016-05-02
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0257,537.0,0.005,2016-05-02
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0816,551.0,0.015,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.0867,551.0,0.379,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2507,551.0,0.227,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.6108,551.0,0.474,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.0181,551.0,1.637,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0128,551.0,0.002,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.599,551.0,0.109,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.4398,551.0,0.624,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.32,551.0,0.058,2016-05-16
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0215,551.0,0.004,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0737,564.0,0.013,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.0962,564.0,0.372,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.5747,564.0,0.279,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,3.1363,564.0,0.556,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,10.6051,564.0,1.88,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.016,564.0,0.003,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.6658,564.0,0.118,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.4861,564.0,0.618,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.4656,564.0,0.083,2016-05-16
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0324,564.0,0.006,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0561,513.0,0.011,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.1367,513.0,0.417,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,heart,Heart,False,1.2874,513.0,0.251,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,kidney,Kidneys (paired),True,2.7013,513.0,0.527,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,liver,Liver,False,9.0051,513.0,1.755,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,pituitary_gland,Pituitary Gland,False,0.0158,513.0,0.003,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,spleen,Spleen,False,0.5987,513.0,0.117,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,testis,Testes (paired),True,3.9838,513.0,0.777,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,thymus,Thymus,False,0.2082,513.0,0.041,2016-05-16
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,thyroid_gland,Thyroid Gland,False,0.0301,513.0,0.006,2016-05-16
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,adrenal_gland,Adrenal Glands,True,0.0676,561.0,0.012,2016-05-16
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,brain,Brain,False,2.2067,561.0,0.393,2016-05-16
