study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,dose_volume_mlkg,species,strain,age_at_arrival_weeks,bw_at_receipt_g,arrival_date,acclimation_start,day1_date,necropsy_date,disposition,necropsy_type,comments
PC201708,PC201708-4011,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,332.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4012,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,302.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4013,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,325.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4014,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,334.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4015,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,332.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4101,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,224.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4102,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,235.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4103,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,242.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4104,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,243.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4105,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,241.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4106,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,220.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4107,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,223.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4108,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,224.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4109,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,224.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4110,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,225.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4111,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,229.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4112,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,244.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4113,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,225.0,2016-01-26,2016-01-27,2016-02-01,2016-05-10,Moribund Sacrifice,Unscheduled,HEPATOCELLULAR CARCINOMA
PC201708,PC201708-4114,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,247.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4115,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,220.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-4201,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4202,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4203,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4204,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4205,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4206,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4207,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4208,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4209,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4210,4,200 mg/kg PCDRUG,F,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
