study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,study_day,study_date,body_weight_g
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,57,2016-03-28,288.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,64,2016-04-04,291.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,71,2016-04-11,309.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,78,2016-04-18,329.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,85,2016-04-25,329.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,92,2016-05-02,364.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,1,2016-02-01,268.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,8,2016-02-08,300.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,15,2016-02-15,282.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,22,2016-02-22,273.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,29,2016-02-29,306.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,36,2016-03-07,321.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,43,2016-03-14,357.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,50,2016-03-21,300.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,57,2016-03-28,357.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,64,2016-04-04,346.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,71,2016-04-11,326.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,78,2016-04-18,395.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,85,2016-04-25,381.0
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,92,2016-05-02,344.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,1,2016-02-01,266.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,8,2016-02-08,270.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,15,2016-02-15,267.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,22,2016-02-22,314.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,29,2016-02-29,326.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,36,2016-03-07,298.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,43,2016-03-14,297.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,50,2016-03-21,333.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,57,2016-03-28,384.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,64,2016-04-04,356.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,71,2016-04-11,351.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,78,2016-04-18,344.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,85,2016-04-25,368.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,92,2016-05-02,328.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,99,2016-05-09,406.0
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,106,2016-05-16,429.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,1,2016-02-01,252.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,8,2016-02-08,290.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,15,2016-02-15,274.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,22,2016-02-22,305.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,29,2016-02-29,273.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,36,2016-03-07,263.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,43,2016-03-14,341.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,50,2016-03-21,358.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,57,2016-03-28,317.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,64,2016-04-04,377.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,71,2016-04-11,369.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,78,2016-04-18,317.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,85,2016-04-25,342.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,92,2016-05-02,408.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,99,2016-05-09,346.0
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,106,2016-05-16,423.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,1,2016-02-01,244.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,8,2016-02-08,265.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,15,2016-02-15,318.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,22,2016-02-22,266.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,29,2016-02-29,272.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,36,2016-03-07,270.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,43,2016-03-14,353.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,50,2016-03-21,362.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,57,2016-03-28,325.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,64,2016-04-04,287.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,71,2016-04-11,354.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,78,2016-04-18,323.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,85,2016-04-25,331.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,92,2016-05-02,360.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,99,2016-05-09,352.0
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,106,2016-05-16,427.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,1,2016-02-01,230.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,8,2016-02-08,282.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,15,2016-02-15,295.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,22,2016-02-22,272.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,29,2016-02-29,278.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,36,2016-03-07,301.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,43,2016-03-14,320.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,50,2016-03-21,317.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,57,2016-03-28,322.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,64,2016-04-04,300.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,71,2016-04-11,363.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,78,2016-04-18,383.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,85,2016-04-25,373.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,92,2016-05-02,367.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,99,2016-05-09,345.0
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,106,2016-05-16,336.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,1,2016-02-01,246.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,8,2016-02-08,272.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,15,2016-02-15,294.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,22,2016-02-22,297.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,29,2016-02-29,304.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,36,2016-03-07,360.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,43,2016-03-14,316.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,50,2016-03-21,350.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,57,2016-03-28,291.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,64,2016-04-04,323.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,71,2016-04-11,305.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,78,2016-04-18,322.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,85,2016-04-25,395.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,92,2016-05-02,370.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,99,2016-05-09,342.0
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,106,2016-05-16,351.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,335.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,374.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,405.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,459.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,479.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,518.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,455.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,449.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,527.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,458.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,502.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,495.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,484.0
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,558.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,336.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,354.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,414.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,436.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,494.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,450.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,448.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,481.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,448.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,497.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,512.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,514.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,554.0
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,559.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,335.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,354.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,420.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,421.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,464.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,449.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,430.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,549.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,464.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,475.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,481.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,554.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,460.0
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,518.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,316.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,383.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,396.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,466.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,509.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,536.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,496.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,476.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,450.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,517.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,542.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,500.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,465.0
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,557.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,347.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,378.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,393.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,454.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,459.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,462.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,491.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,528.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,501.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,495.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,533.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,550.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,510.0
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,562.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,312.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,389.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,397.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,422.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,474.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,443.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,548.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,443.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,538.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,520.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,515.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,476.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,508.0
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,531.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,336.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,380.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,408.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,472.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,476.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,547.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,465.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,451.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,535.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,518.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,521.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,472.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,544.0
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,534.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,334.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,392.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,414.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,472.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,440.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,486.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,520.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,474.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,522.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,489.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,526.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,475.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,484.0
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,566.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,330.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,364.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,395.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,440.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,500.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,491.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,485.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,536.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,528.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,506.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,543.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,558.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,486.0
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,522.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,332.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,347.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,397.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,461.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,491.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,451.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,492.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,478.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,504.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,486.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,532.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,550.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,562.0
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,537.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,349.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,387.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,417.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,421.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,485.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,504.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,501.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,511.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,541.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,463.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,477.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,526.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,484.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,506.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,99,2016-05-09,500.0
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,106,2016-05-16,551.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,330.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,345.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,410.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,429.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,468.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,541.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,526.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,492.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,485.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,476.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,498.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,560.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,501.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,480.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,99,2016-05-09,478.0
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,106,2016-05-16,564.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,332.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,381.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,418.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,428.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,441.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,437.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,436.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,509.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,549.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,490.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,544.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,537.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,477.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,470.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,99,2016-05-09,509.0
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,106,2016-05-16,513.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,1,2016-02-01,334.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,8,2016-02-08,369.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,15,2016-02-15,408.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,22,2016-02-22,448.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,29,2016-02-29,505.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,36,2016-03-07,525.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,43,2016-03-14,480.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,50,2016-03-21,486.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,57,2016-03-28,495.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,64,2016-04-04,505.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,71,2016-04-11,515.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,78,2016-04-18,544.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,85,2016-04-25,524.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,92,2016-05-02,563.0
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,99,2016-05-09,531.0
